"Obs","experiment","year","treatment","plot","subplot_id","genotype","sampling","lfblade_area","lfblade_length","lfblade_width","lfblade_weight","SLA","gN.m2","gC.m2","CN_ratio","d13C","panicle_emergence_DAS","vegetative_mass_at_harvest","leaf_mass_at_harvest","stem_mass_at_harvest","panicle_mass_at_harvest","total_mass_at_harvest","reproductive_vegetative_mass_ratio","leaf_mass_ratio","culm_height","branch_number_cbrt","tiller_number","basal_circumference"
165,"DR14",2014,"dry","22",22090,"RIL_048","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9842438102214,0.56757558071334,0.238947576632991,0.332196203010318,0.5982055763982,1.20661565402023,1.10860141214301,0.201530069161455,221.369619316477,0.072080953597488,1.93832325544127,14.4859939754116
166,"DR14",2014,"dry","22",22091,"RIL_143","null",10.1528515980427,134.181339439574,17.9373259061202,0.0404263686329511,253.576798270583,1.16728936076874,20.3375413774841,19.2245726437252,-12.4843797431095,29.1217521860955,0.742000629640043,0.22974202130917,0.50506649875646,0.85915017411182,1.67107127704982,1.29716830666767,0.145094783020589,338.161333673807,0.554548411347055,1.26055346550066,13.9395279396618
167,"DR14",2014,"dry","22",22092,"RIL_047","null",13.2836981926008,159.089481060027,18.5182403401597,0.0577917039885161,233.501436774707,0.993796951409258,20.1870250393404,23.8480611372136,-11.9861781704949,32.3948625912824,1.04499711637345,0.445175187277973,0.618250053468035,1.29571466195447,2.31790389344519,1.60220030283556,0.168597451480045,383.525857279681,0.440012221203494,1.44635474526537,15.9416895622536
168,"DR14",2014,"dry","22",22093,"RIL_005","null",10.2241017856933,124.576292169062,17.5275669409359,0.0354773301948276,286.032986995011,0.965386739033619,19.4145746373867,22.0880310376108,-12.3075110046724,35.1492940376637,0.530464674472525,0.251066838306342,0.286548064054764,0.655206930492335,1.23406232888034,1.33049553069586,0.206048771544372,179.772570367292,-0.0249970055800164,1.74290777886593,14.5035620033971
169,"DR14",2014,"dry","22",22094,"A10","null",NA,NA,NA,NA,NA,1.2506318805659,20.6580614032973,18.8496960041335,-12.3649391041867,25.0161227432759,0.451102339127437,0.126027897102634,0.317844780954962,0.23379688090508,0.725932419895233,0.621204538247589,0.180775483827472,221.027788613914,1.24480436685539,1.7361008531684,11.4123324464903
170,"DR14",2014,"dry","22",22095,"RIL_141","null",12.5514108029967,164.753130886021,17.77468915908,0.0525709899144021,239.4037315942,1.14999171934963,19.9226740679616,19.0234250188695,-12.4777344412536,29.2576953083272,0.890298295417676,0.235041586799343,0.637420092941294,0.843080512910058,1.75266473012222,1.11829297477148,0.137380378592277,464.345930051918,0.403325178724623,0.926678933733552,12.8508666042948
171,"DR14",2014,"dry","22",22096,"RIL_168","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,35.2852371598954,1.11429073471038,0.442538085875958,0.685417595792778,0.796847781225124,1.80329153349727,0.860969137026029,0.212468010415439,324.484884577609,0.86701032441497,1.4982332909744,15.3955633055967
172,"DR14",2014,"dry","22",22097,"RIL_078","null",12.3343778173771,148.244157565206,16.7778809776911,0.0496196345221865,247.932050274878,1.01613318842603,19.3353366681378,21.1078315200328,-12.0850547056562,31.0856184292077,0.700159268495807,0.282250576476491,0.421747413920551,0.862580499809226,1.60903429358459,1.48915531482695,0.177491047600215,299.480206890413,0.0720809535974849,1.33993609151597,14.3884022342847
173,"DR14",2014,"dry","22",22098,"RIL_068","null",10.8378511655592,131.935639583836,18.1470441141755,0.050096638539431,217.917447425728,0.954792695015321,21.2445188820897,25.5760500749252,-12.1149009599223,40.4971202780733,1.21659655388657,0.457022499169236,0.771164601106471,0.699329711284046,1.92305303337002,0.614777142489106,0.221804139167197,337.696850496954,1.27812212032178,1.60959299197516,15.9566255713455
174,"DR14",2014,"dry","22",22099,"RIL_076","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,30.6223642664573,0.939073237738544,0.297806971522635,0.631998913192299,0.703446680188984,1.66070342869631,0.775727457828758,0.17592910035533,438.644527599447,1.07775862850268,1.007949360908,13.9817144503744
175,"DR14",2014,"dry","22",22100,"RIL_120","null",13.214718800254,154.53636186148,16.6292011119968,0.0507554531345622,259.434362497442,0.938374028552169,19.6941557343632,25.265756764204,-11.8828553658457,31.6848157141898,0.656118668660149,0.256521630119658,0.401794792335292,0.856146813497466,1.56179246119693,1.44585340172284,0.16404958377931,263.585979168134,-0.0249970055800164,1.18903675156324,14.6473655521731
176,"DR14",2014,"dry","22",22101,"A10","null",NA,NA,NA,NA,NA,1.2506318805659,20.6580614032973,18.8496960041335,-12.3649391041867,25.0161227432759,0.451102339127437,0.126027897102634,0.317844780954962,0.23379688090508,0.725932419895233,0.621204538247589,0.180775483827472,221.027788613914,1.24480436685539,1.7361008531684,11.4123324464903
177,"DR14",2014,"dry","22",22102,"RIL_014","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,31.5792038578921,0.768727232041859,0.307041775045673,0.46583075576348,1.03605957657469,1.8638658211653,1.5542287238099,0.161795392393214,301.467162702504,0.266236871952491,1.15890177080165,14.9774527610477
178,"DR14",2014,"dry","22",22103,"RIL_176","null",9.65423258620134,131.052138125615,17.9588052309625,0.0372706656067645,261.642176027949,0.90653983839494,18.3546243083397,23.9392151269231,-12.0251951151368,35.265381365587,0.426329474495599,0.165419134961791,0.26088175363734,0.425899491916677,0.894446447618635,1.01338767280631,0.198191780129182,210.634897007009,0.316702082094626,1.34407383892219,12.9421171854936
179,"DR14",2014,"dry","22",22104,"RIL_026","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,30.0231669814751,0.638357086016322,0.193311418913069,0.437309900135846,0.672249069212562,1.34739267668588,1.11012721377529,0.150728466910321,341.103060460536,0.583417163481834,1.08066805530494,13.4901811052145
180,"DR14",2014,"dry","22",22105,"RIL_153","null",16.3775665752294,180.367378548411,17.9293688208631,0.0741000275516554,226.738716791641,1.11539643651141,20.0951715281776,20.5948528280447,-12.0643966658175,37.7928758919345,1.10024567223952,0.337294506428413,0.756857797312277,1.13135375719928,2.15309706939779,1.30431008198388,0.139912221638076,465.945816549965,0.0720809535974849,1.0114390946032,13.8393454119885
181,"DR14",2014,"dry","23",23001,"RIL_161","null",20.0105761978601,189.821440429626,20.9030053463833,0.0780432187527539,264.79388015346,1.43771149239683,20.597456425908,13.4533225634262,-12.2531026540629,38.5723237121086,1.26286975012497,0.525982818801965,0.738406405662522,1.23791539764538,2.50269455116725,1.03335161434303,0.205186846412115,381.079737103704,0.15526250810154,1.47790192536249,19.4680643060176
182,"DR14",2014,"dry","23",23002,"RIL_035","null",NA,NA,NA,NA,NA,1.12006389539429,20.6738793520182,21.4022933665734,-11.9872905798274,39.1464274669696,0.89007733484203,0.335191487792512,0.55050982184585,0.634137556789086,1.56682391719328,0.717555043396213,0.224927373798734,379.066976670676,0.0581845489240386,1.152878956125,14.7362009328396
183,"DR14",2014,"dry","23",23003,"RIL_058","null",NA,NA,NA,NA,NA,NA,20.597456425908,16.9695432654363,-12.013871787251,38.1895878755347,1.17082880113836,0.457697624792858,0.712528512843765,1.12258072841927,2.29653551979165,0.992466155536085,0.195787448978177,367.71294345874,0.15526250810154,1.527560384599,18.7382435379086
184,"DR14",2014,"dry","23",23004,"RIL_190","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,29.3270962514088,0.735812553927942,0.25224216314277,0.475170093416315,0.89828907401428,1.66467090620771,1.23527264872464,0.158912248148134,328.593138119431,0.155262508101543,2.01731350989321,18.2732079798088
185,"DR14",2014,"dry","23",23005,"B100","null",25.3510139477071,203.307330874019,23.5484209735122,0.100932871883387,262.637705823241,1.26440972123932,20.6065781198246,18.1670995565775,-11.8614980019803,38.5937086484565,1.55754211135594,0.604742253010501,0.946068770217333,1.53917068664542,3.11982591542544,1.04318027990609,0.194176281080563,445.272262578733,0.036232208007026,1.13691394816423,20.5936831732176
186,"DR14",2014,"dry","23",23006,"RIL_194","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,32.2979891461983,1.31031201901815,0.432717539676735,0.868209708057216,1.33729348274712,2.63675373730951,1.06653168982238,0.158122418659601,491.626733194469,0.0581845489240386,2.05568644639341,18.8012644676346
187,"DR14",2014,"dry","23",23007,"RIL_207","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8831331278258,1.29908596929207,0.430449124225307,0.859294850263257,1.88839376211121,3.19347168603004,1.63090981027264,0.128425992514463,450.184511970901,0.0581845489240386,1.56466435256502,19.0129272126393
188,"DR14",2014,"dry","23",23008,"RIL_183","null",NA,NA,NA,NA,NA,1.26316256539625,21.0603610045257,17.8010370076697,-12.606632712796,38.5723237121086,1.34718787747185,0.526856893578465,0.823454976923782,1.217956792928,2.55672821348278,0.945128252405511,0.201005005380052,409.929303310391,0.0581845489240386,1.70081234342169,17.9951285922577
189,"DR14",2014,"dry","23",23009,"RIL_170","null",17.3274518178062,193.518176626932,20.1424952698245,0.0687065595110848,254.896478306235,1.06558426303823,19.8599335098646,21.3619817122619,-12.0512783439468,43.4014709937126,1.63259385072406,0.525906848818312,1.10161684514137,0.899165025867359,2.5334351256435,0.575096471101282,0.200473338495014,672.709835990538,0.0520079525074124,1.05007731967945,17.0150704279986
190,"DR14",2014,"dry","23",23010,"RIL_101","null",20.9522809813343,195.566017472111,24.8758071684192,0.0783778476181133,269.466975571474,1.05308258459553,17.187858507286,20.5760117880826,-12.0869701076657,38.5723237121086,1.4824061710369,0.47633963379152,0.962588292716708,1.20606151328619,2.68123562247461,0.863934883756186,0.169717348728396,515.676639907022,0.180495113172608,1.05975131055998,17.4237646530285
191,"DR14",2014,"dry","23",23011,"RIL_034","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,32.0313406375476,0.956698182323299,0.354941755348409,0.596536606354638,0.979230963709491,2.01604053599676,1.17619569173119,0.181851188406215,433.772773055459,0.0581845489240386,1.13801721605593,17.5253941189105
192,"DR14",2014,"dry","23",23012,"RIL_020","null",21.7304236133372,213.942832677286,19.8987680441598,0.0926272077203826,240.489938042737,1.24010214141949,20.0740626910881,19.587410943951,-12.0861025976047,37.5098722643761,1.3891937663684,0.406048465425345,0.971041680603408,1.15231813822364,2.53212805944528,0.857645744247613,0.15664464947224,596.961195856114,0.0581845489240386,1.05975131055998,17.8589711141014
193,"DR14",2014,"dry","23",23013,"RIL_059","null",NA,NA,NA,NA,NA,1.22123501896899,18.7759472245248,19.3692677717354,-11.9263882634039,38.5723237121086,1.07087547652955,0.401158350515144,0.663136562336403,0.845560780724451,1.94878971240564,0.816985100786984,0.213113429250859,397.078602084158,0.0581845489240386,1.12736813766484,18.2794671164928
194,"DR14",2014,"dry","23",23014,"B100","null",25.3510139477071,203.307330874019,23.5484209735122,0.100932871883387,262.637705823241,1.26440972123932,20.6065781198246,18.1670995565775,-11.8614980019803,38.5937086484565,1.55754211135594,0.604742253010501,0.946068770217333,1.53917068664542,3.11982591542544,1.04318027990609,0.194176281080563,445.272262578733,0.036232208007026,1.13691394816423,20.5936831732176
195,"DR14",2014,"dry","23",23015,"RIL_010","null",17.7094303064662,209.481632235491,17.344556055555,0.0780199863852933,236.657580565913,1.20072822777185,21.4738200322917,18.910670060485,-12.2741439051903,38.1895878755347,1.30031916888742,0.370658064188547,0.915812549216754,0.946476431055637,2.25190723875923,0.738534012828365,0.162905724615084,608.831321486776,0.0581845489240386,1.2203325048091,17.3548759078949
196,"DR14",2014,"dry","23",23016,"RIL_134","null",18.1555116691699,185.780550928953,21.19777238853,0.0888801210364286,214.806994187875,1.08361170741115,22.0453045299677,23.2796214917196,-11.9553266039073,38.1895878755347,1.45497171303286,0.432739061882572,1.00837639480563,1.20554187826943,2.64107268267059,0.855742195779831,0.15757290963187,585.658771886051,0.252340467279044,1.05975131055998,16.2479211989028
197,"DR14",2014,"dry","23",23017,"RIL_104","null",18.8936979320036,197.355232059973,20.0311943253414,0.0701996180353036,270.6661060413,1.01156403065956,19.0931550665886,22.3481320311796,-11.8889401123603,45.1792070543505,1.26041155882909,0.477610585247786,0.781394089283963,0.800868067086572,2.07904326217871,0.643124274318943,0.231325301234582,452.713364822645,0.0581845489240386,1.12366035954453,18.7204982043585
198,"DR14",2014,"dry","23",23018,"RIL_092","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,32.0010093716136,0.918563869142383,0.330741607977125,0.581965735684459,0.992159779975904,1.93347441580265,1.11358621343443,0.174543349427981,443.165655076246,0.15526250810154,1.26744158395805,18.0273555312035
199,"DR14",2014,"dry","23",23019,"B100","null",25.3510139477071,203.307330874019,23.5484209735122,0.100932871883387,262.637705823241,1.26440972123932,20.6065781198246,18.1670995565775,-11.8614980019803,38.5937086484565,1.55754211135594,0.604742253010501,0.946068770217333,1.53917068664542,3.11982591542544,1.04318027990609,0.194176281080563,445.272262578733,0.036232208007026,1.13691394816423,20.5936831732176
200,"DR14",2014,"dry","23",23020,"RIL_098","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,30.3090293729649,1.05222199621297,0.27921956322725,0.756830211639572,1.24567658203759,2.30669326174702,1.23774448527627,0.121941027671218,514.179971892722,0.0581845489240386,1.05975131055998,16.2873595674856
201,"DR14",2014,"dry","23",23021,"RIL_008","null",21.7048057186309,209.454088910305,21.6932259302687,0.0914085990982635,245.174013328198,1.29887038532675,19.3718362427162,17.8270567276858,-12.1534231262246,38.1895878755347,1.74299403907493,0.484235487257332,1.24282550513599,1.26814118395309,2.9748011346456,0.765809399818101,0.155394503050848,624.623749499742,0.499826117367106,1.46025333639203,17.8322364646081
202,"DR14",2014,"dry","23",23022,"B100","null",25.3510139477071,203.307330874019,23.5484209735122,0.100932871883387,262.637705823241,1.26440972123932,20.6065781198246,18.1670995565775,-11.8614980019803,38.5937086484565,1.55754211135594,0.604742253010501,0.946068770217333,1.53917068664542,3.11982591542544,1.04318027990609,0.194176281080563,445.272262578733,0.036232208007026,1.13691394816423,20.5936831732176
203,"DR14",2014,"dry","23",23023,"RIL_191","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,32.2174708200218,0.906874941811468,0.339857599048099,0.561207493247571,1.15300970453462,2.08441316947034,1.33664689935617,0.164443962233733,353.262355734456,0.0581845489240386,2.12657513354237,19.6540232736965
204,"DR14",2014,"dry","23",23024,"RIL_174","null",13.2919240936545,141.149484026721,21.2693004078149,0.0477820701752988,279.716817384819,1.14813766788938,18.0543403850258,16.4577637461213,-12.2144640504921,35.2741197768005,0.934839265511035,0.323443712224611,0.604945672754429,0.991802290108852,1.94490443472388,1.08418934806406,0.169119523356505,384.537556309154,0.15526250810154,1.98081933210846,19.1778615288409
205,"DR14",2014,"dry","23",23025,"RIL_086","null",17.5810297483003,173.732227021637,22.4948471036939,0.0693002830874589,257.125269629195,1.12394161772161,18.98837814224,18.2428005477205,-11.803880248605,38.1895878755347,1.10513506103063,0.37965005168552,0.715282317102253,1.11213895909101,2.22281249892857,1.03272996981464,0.169754867118503,405.697345476858,0.0581845489240386,1.72408999796832,21.5156481440686
206,"DR14",2014,"dry","23",23026,"RIL_082","null",13.3780725531655,151.17940833952,17.8292078527434,0.0538399109797755,254.357406927843,1.0966841687171,17.9849112293931,19.079468455417,-12.0035562095161,34.6445912258843,0.905149671894998,0.320947419743043,0.575840020299841,1.11453680058918,2.04247684871637,1.28127573012895,0.160139416343089,355.06867919999,0.0581845489240386,1.12366035954453,18.9056810108157
207,"DR14",2014,"dry","23",23027,"RIL_208","null",15.3913579355537,189.792635025963,16.6487093944353,0.062557939296248,253.628122290358,1.18324924544353,17.8382178863682,16.0130269082456,-12.1778559102712,29.2716714553536,0.706519160202622,0.200722359498075,0.486868243744808,0.741225687653681,1.49119738514893,1.07858848773869,0.149696582668337,350.63028439896,0.460516402992759,1.12366035954453,17.2018896899995
208,"DR14",2014,"dry","23",23028,"RIL_140","null",17.3691893018595,183.26889457734,18.4120485263595,0.0769221180318873,234.367595791852,1.24667127700277,20.5218035804896,17.209168640389,-12.2172180240411,38.1895878755347,1.29657022166215,0.369770802890846,0.908055978091365,1.27564312939478,2.56512618202037,1.03125995866732,0.140163677134778,509.516524315838,0.178308532162934,1.10128105351104,15.0932241165984
209,"DR14",2014,"dry","23",23029,"RIL_211","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,32.9777047573569,0.937084469538344,0.274001316107212,0.650795150719392,0.90337959611368,1.86894046576302,0.98434029116044,0.151190977839717,516.812043228217,0.321263483247529,1.41554932487552,17.6942657379906
210,"DR14",2014,"dry","23",23030,"RIL_197","null",13.0033760171134,141.576009042373,19.734727022166,0.0403355297114582,324.794760668084,0.972471219634522,15.7209539852202,19.7036376627613,-11.9407734668362,38.1895878755347,1.05284481500087,0.412516218798398,0.630517393895379,1.0786050122116,2.14882342685034,1.06073847652322,0.194810416466215,341.805104038772,0.326015277492586,2.07952490672831,19.8570908609227
211,"DR14",2014,"dry","23",23031,"RIL_002","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2536045769096,0.981633288781735,0.30739602169033,0.666710570433418,0.785754369074912,1.78623399934916,0.787021097810689,0.177980427850379,471.808784315448,0.934978830677296,1.27162380159513,15.6723954931859
212,"DR14",2014,"dry","23",23032,"RIL_016","null",19.2499612255448,179.470565327775,19.0270038410938,0.0699155563032052,280.746139477278,1.19215319994847,19.0361124696656,16.4609098710319,-11.6962263585396,38.5723237121086,1.11438833649721,0.452876288135667,0.657558305618468,1.26291553082288,2.38405652255671,1.18920309880959,0.189113620931133,386.498707500308,0.15526250810154,1.53117559430736,19.5016357956301
213,"DR14",2014,"dry","23",23033,"RIL_215","null",14.7547191916152,163.226270462725,17.4429005214691,0.0559421904907964,266.540974256681,1.03301081528285,20.2339724064644,23.9152951951672,-11.8762801834054,45.451093298814,1.47902354300054,0.521602165921459,0.95805735649962,0.796473506187587,2.28913301632631,0.555566013959031,0.225654932322267,498.800417814733,0.0581845489240386,1.08730807694037,20.0023644196792
214,"DR14",2014,"dry","23",23034,"RIL_052","null",17.7146192136069,176.674552036286,23.8396576417706,0.0623434784858498,288.619865881412,1.06481261830142,17.5986771523297,18.9088209866076,-11.9367862857227,37.1020428976809,0.971994282107753,0.343979914755851,0.622377389988508,0.940678671040768,1.92904786631039,0.973357393584207,0.181436064711404,402.445963238889,0.0581845489240386,1.28342766918842,19.0735878539374
215,"DR14",2014,"dry","23",23035,"RIL_114","null",16.3518958543975,174.497714742429,18.0445853892957,0.0641105311769603,266.709268853128,1.03829322687428,18.0471142164479,19.5480910428877,-11.8543845427097,39.3628889153778,1.13294090790266,0.38358976500875,0.743124371870201,0.989065154266993,2.12843425771561,0.884911655564995,0.179363483568117,456.016356302481,0.0581845489240386,1.18285732533505,19.8356550168715
216,"DR14",2014,"dry","23",23036,"B100","null",25.3510139477071,203.307330874019,23.5484209735122,0.100932871883387,262.637705823241,1.26440972123932,20.6065781198246,18.1670995565775,-11.8614980019803,38.5937086484565,1.55754211135594,0.604742253010501,0.946068770217333,1.53917068664542,3.11982591542544,1.04318027990609,0.194176281080563,445.272262578733,0.036232208007026,1.13691394816423,20.5936831732176
217,"DR14",2014,"dry","23",23037,"RIL_118","null",26.2468008709239,229.599055550103,20.6312516442246,0.105603786183373,262.356877528632,1.2746240535825,19.2792275441769,15.6826712137074,-11.7505329407708,46.2667520322043,1.85659095856526,0.85959753618071,1.01374358624235,1.57455263787663,3.38085360817854,0.911156712279176,0.236949414102249,375.557548223354,0.180495113172608,1.37882040409165,22.4838770871874
218,"DR14",2014,"dry","23",23038,"RIL_172","null",19.0165357400783,196.619115389955,22.9687483491823,0.0723617839972966,266.488371591879,1.25159381917399,17.2359583900988,13.2609684805277,-12.2849717228912,28.5061997822057,1.13447726518293,0.317304747252786,0.801795283500712,1.48608427323023,2.62772999288848,1.40222902834662,0.119257597436255,443.42370128561,0.180495113172608,1.10917527583236,17.8280064595869
219,"DR14",2014,"dry","23",23039,"RIL_019","null",17.0670142974555,182.822338464009,19.8006639682029,0.0715971928374746,240.048382448501,1.13188756276599,18.3384917520006,17.9057327618945,-12.4298368825751,29.2716714553536,0.865391327384894,0.242683960345511,0.611057218485169,0.877309578941869,1.76656426311169,1.01938668080228,0.142908447665895,413.23229479023,0.349418426456549,1.58751125563706,16.9011614954128
220,"DR14",2014,"dry","23",23040,"RIL_070","null",18.2607879339441,184.660200911618,20.7000943582563,0.0632959951396714,294.851536139492,1.08083678880211,16.4666441254381,16.5160717811055,-12.0720855937697,28.9443604148349,0.922243936380224,0.356493369505037,0.560321692307095,1.29676836686613,2.24899356225413,1.50648896446544,0.158772311935495,327.044860863259,0.0581845489240386,1.93090683330416,20.1734549112496
221,"DR14",2014,"dry","23",23041,"RIL_045","null",15.0426899753267,167.175460413482,18.845805131665,0.059506308795492,257.7104144235,1.14546244491662,18.8181142988746,17.5491739412452,-11.8539563606407,35.3295445728558,0.798352905212263,0.264434457796552,0.525524212680107,0.979726323743618,1.80682848739073,1.26484669919263,0.151503339373743,353.98488512067,0.0581845489240386,1.55593134033963,19.8030613683654
222,"DR14",2014,"dry","23",23042,"RIL_105","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,30.5254908213731,0.774453401017513,0.29311461254464,0.474611912803074,1.01026068649188,1.83165919774395,1.39815378211933,0.172449694459358,303.046563392572,0.252340467279044,1.50618547225146,18.180536532745
223,"DR14",2014,"dry","23",23043,"RIL_144","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,32.1871395540878,1.04953937551476,0.314148472248224,0.726874742966014,1.17698347102916,2.23396900619863,1.16298831793362,0.142058292497551,407.813324393622,0.309364162622831,1.20319749607825,16.5790505747509
224,"DR14",2014,"dry","23",23044,"A10","null",NA,NA,NA,NA,NA,1.40611747653984,19.3299689553899,13.5771912126762,-12.3529406057907,24.1935054394579,0.716495790067712,0.189553540505834,0.516431439963251,0.375620058393153,1.14352581425684,0.614698384741813,0.171493716380038,308.534771839226,1.23818573988767,2.37111336435337,15.2708648629399
225,"DR14",2014,"dry","23",23045,"RIL_219","null",13.8330883596071,160.809971516286,17.8748354270592,0.052787588341403,265.922423978741,1.14050656257946,16.4924535533137,14.8510440523517,-12.2836710425999,28.0983704155105,0.710160638267255,0.202321051389051,0.49994189077167,0.970705462308129,1.71531465569796,1.41516243395158,0.125063588416773,383.660199197319,0.399883636598681,1.40259919238905,15.4164832147689
226,"DR14",2014,"dry","23",23046,"RIL_150","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,34.7857720839289,0.821163641257981,0.323195079095394,0.492411107466072,1.14728059836298,2.00211674956016,1.48240400509007,0.164236839493589,337.624755447108,0.0581845489240386,1.40107960619373,17.1959418453068
227,"DR14",2014,"dry","23",23047,"RIL_152","null",12.9742653491075,156.417195372763,17.3578221251713,0.0533198022900876,250.847642518029,1.23642984675253,19.0842824958705,15.6008711643383,-12.1401325225128,28.0983704155105,0.901065580084557,0.213392841733227,0.671344197593748,0.445666567069835,1.41208029935863,0.504403060258866,0.162593454201213,467.370389514417,0.760282379795128,1.17606487184349,15.093411818985
228,"DR14",2014,"dry","23",23048,"RIL_217","null",13.2020112885373,140.958297190175,17.7240625666093,0.0453736899355034,290.726909698602,1.13706573154233,16.0055303406589,14.2964244513738,-12.1653846695652,26.7891262534357,0.620981454579651,0.190933998686841,0.421544817056027,0.806970063027219,1.46557504190294,1.32104661585168,0.138806883243421,301.137021443292,0.180495113172608,1.8343695465804,16.5607869296392
229,"DR14",2014,"dry","23",23049,"RIL_178","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9262935363909,0.871778666918673,0.320122571028604,0.5462252834159,0.410576648592621,1.52575379389525,0.747822111757764,0.228849737575407,309.652546352245,0.0581845489240386,1.47304128380295,17.1857476131957
230,"DR14",2014,"dry","23",23050,"RIL_096","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,30.4700660253178,0.954080753992875,0.296398343014574,0.647431677449939,1.23647230600764,2.21123667313242,1.36995640854235,0.134676035063468,360.630846025542,0.231509879546722,1.4870227608045,17.3969280018628
231,"DR14",2014,"dry","23",23051,"RIL_205","null",18.5635528016621,172.543796799788,20.3472889891344,0.0675026251922885,275.904256019281,1.2883227710834,19.0842824948493,14.4194334349973,-12.2850001029711,26.7640327233145,0.727313377397684,0.230704461441207,0.486678577470785,0.896358263668352,1.71941360661443,1.43343734314979,0.144999639402106,346.966028226018,0.0581845489240386,1.35427073934581,15.6692037593818
232,"DR14",2014,"dry","23",23052,"RIL_136","null",16.7916981633676,176.114472552246,20.2678763649402,0.0568242952341082,295.390913320027,1.15432516136167,17.1995924925483,15.2606256492873,-12.1114958951209,28.3399253940399,0.963843185523112,0.329416382035985,0.626878878632001,0.876353479493254,1.86777373104771,0.91445887852982,0.182665012293483,342.424414941246,0.418341442425036,2.46669420236237,20.0895390545274
233,"DR14",2014,"dry","23",23053,"RIL_189","null",19.4912034786518,217.361653378019,22.8503706164629,0.0791764656311321,249.800806349868,1.1744705607824,18.0465400919806,16.6124594544099,-12.5604367731784,29.1053970671878,NA,NA,0.73589079625418,0.618616764370672,NA,NA,NA,415.296664465127,0.744055542605658,1.1429825914663,16.8178722848364
234,"DR14",2014,"dry","23",23054,"RIL_054","null",NA,NA,NA,NA,NA,1.18715847453958,18.1425407719276,15.6896610494702,-12.2770257407441,38.1895878755347,0.959086030443702,0.410157065273375,0.547399924579626,1.16156541604904,2.13669021099543,1.25227471618094,0.188965678521828,265.47503530944,0.425116241669754,2.93971445961897,19.1681740065234
235,"DR14",2014,"dry","23",23055,"A10","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1935054394579,0.716495790067712,0.189553540505834,0.516431439963251,0.375620058393153,1.14352581425684,0.614698384741813,0.171493716380038,308.534771839226,1.23818573988767,2.37111336435337,15.2708648629399
236,"DR14",2014,"dry","23",23056,"RIL_110","null",15.5766867922336,170.773827673291,17.6861655051457,0.053731092679007,297.315225061974,1.24057510070999,17.7526826652656,14.0532771895706,-12.3381625178182,27.5242666606496,1.12965042683901,0.26818429084132,0.837413995109226,0.703021798142147,1.88995993543616,0.651567390310165,0.148595764751605,477.795456372651,0.21228620344533,1.05975131055998,17.7885954054498
237,"DR14",2014,"dry","23",23057,"A10","null",6.89391443325526,124.472626479034,13.1277749292803,0.0292310964016358,239.193540654798,1.40611747653984,19.3299689553899,13.5771912126762,-12.3529406057907,24.1935054394579,0.716495790067712,0.189553540505834,0.516431439963251,0.375620058393153,1.14352581425684,0.614698384741813,0.171493716380038,308.534771839226,1.23818573988767,2.37111336435337,15.2708648629399
238,"DR14",2014,"dry","23",23058,"RIL_164","null",NA,NA,NA,NA,NA,1.30090287385343,19.6039583895392,14.861276456232,-12.2491154729493,24.4425241737496,0.676711145845684,0.167112172332701,0.49607392510161,0.845344387161407,1.56976033796682,1.30713393264567,0.117053410859976,403.839412769447,0.0581845489240386,1.05975131055998,15.6124602399346
239,"DR14",2014,"dry","23",23059,"RIL_214","null",14.8428839221969,158.795162642716,18.1129585292333,0.0560302374441673,267.355034591226,1.19266859397789,18.3520426604925,16.2971339000672,-12.0427931959551,37.3739291421444,0.962738511583451,0.306210455486029,0.650376265020094,0.863065709162634,1.8443223670667,0.883899456327051,0.169977244293088,382.731232843618,0.0581845489240386,1.62145296534203,18.8006478659388
240,"DR14",2014,"dry","23",23060,"RIL_050","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2244974716991,NA,NA,0.933142447982418,NA,NA,NA,NA,374.654386490583,0.575889954486581,1.31617559223422,19.2872864287802
241,"DR14",2014,"dry","23",23061,"A10","null",NA,NA,NA,NA,NA,1.40611747653984,19.3299689553899,13.5771912126762,-12.3529406057907,24.1935054394579,0.716495790067712,0.189553540505834,0.516431439963251,0.375620058393153,1.14352581425684,0.614698384741813,0.171493716380038,308.534771839226,1.23818573988767,2.37111336435337,15.2708648629399
